2023-06-16 22:06:44.636 [auth-service,,] [main] DEBUG com.example.auth_service.AuthServiceApplication - Running with Spring Boot v2.7.9, Spring v5.3.25
2023-06-16 22:06:44.637 [auth-service,,] [main] DEBUG org.springframework.boot.SpringApplication - Loading source class com.example.auth_service.AuthServiceApplication
2023-06-16 22:06:44.668 [auth-service,,] [main] DEBUG o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@63cd604c
2023-06-16 22:06:44.680 [auth-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
2023-06-16 22:06:44.689 [auth-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
2023-06-16 22:06:44.727 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: file [D:\javaProject\transport\auth_service\target\classes\com\example\auth_service\controller\LoginController.class]
2023-06-16 22:06:44.730 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: file [D:\javaProject\transport\auth_service\target\classes\com\example\auth_service\service\impl\UserServiceImpl.class]
2023-06-16 22:06:44.734 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: file [D:\javaProject\transport\auth_service\target\classes\com\example\auth_service\util\SwaggerConfig.class]
2023-06-16 22:06:44.742 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/ServiceModelToSwagger2MapperImpl.class]
2023-06-16 22:06:44.743 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/VendorExtensionsMapperImpl.class]
2023-06-16 22:06:44.743 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/PropertyMapperImpl.class]
2023-06-16 22:06:44.744 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/CompatibilityModelMapperImpl.class]
2023-06-16 22:06:44.746 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/ParameterMapperImpl.class]
2023-06-16 22:06:44.747 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/ModelMapperImpl.class]
2023-06-16 22:06:44.747 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/RequestParameterMapperImpl.class]
2023-06-16 22:06:44.748 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/ModelSpecificationMapperImpl.class]
2023-06-16 22:06:44.751 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/LicenseMapperImpl.class]
2023-06-16 22:06:44.752 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/mappers/SecurityMapperImpl.class]
2023-06-16 22:06:44.763 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger2/3.0.0/springfox-swagger2-3.0.0.jar!/springfox/documentation/swagger2/web/Swagger2ControllerWebMvc.class]
2023-06-16 22:06:44.779 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger-common/3.0.0/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/schema/OpenApiSchemaPropertyBuilder.class]
2023-06-16 22:06:44.779 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger-common/3.0.0/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/schema/ApiModelPropertyPropertyBuilder.class]
2023-06-16 22:06:44.779 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger-common/3.0.0/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/schema/ApiModelTypeNameProvider.class]
2023-06-16 22:06:44.780 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger-common/3.0.0/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/schema/ApiModelBuilder.class]
2023-06-16 22:06:44.781 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger-common/3.0.0/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OperationImplicitParameterReader.class]
2023-06-16 22:06:44.781 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger-common/3.0.0/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/VendorExtensionsReader.class]
2023-06-16 22:06:44.781 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger-common/3.0.0/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/SwaggerOperationResponseClassReader.class]
2023-06-16 22:06:44.782 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger-common/3.0.0/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/SwaggerOperationModelsProvider.class]
2023-06-16 22:06:44.782 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger-common/3.0.0/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/OpenApiOperationAuthReader.class]
2023-06-16 22:06:44.782 [auth-service,,] [main] DEBUG o.s.c.annotation.ClassPathBeanDefinitionScanner - Identified candidate component class: URL [jar:file:/D:/Program%20Files/maven_repository/io/springfox/springfox-swagger-common/3.0.0/springfox-swagger-common-3.0.0.jar!/springfox/documentation/swagger/readers/operation/SwaggerMediaTypeReader.class]
